Id,LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,GrLivArea,BedroomAbvGr,FullBath,HalfBath,GarageCars,GarageArea,TotRmsAbvGrd,Fireplaces,Neighborhood,HouseStyle,RoofStyle,Exterior1st,KitchenQual,HeatingQC,CentralAir,SaleCondition,SalePrice,Lot Frontage,Lot Area,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,TotRms AbvGrd,Garage Yr Blt,Garage Cars,Garage Area
419,13022,10,7,1998,2302,3082,4,1,1,1,340,7,1,Edwards,1Story,Gable,CemntBd,TA,Fa,N,Family,933805,44.0,13022.0,10.0,1998,2011.0,147.0,1464.0,2302.0,632,1355,3082,0,1,1,7,2000.0,1,340.0
420,15227,9,10,1989,2409,891,4,1,0,3,804,7,1,Sawyer,1.5Fin,Flat,Wd Sdng,Fa,TA,Y,Family,699586,100.0,15227.0,9.0,1989,2006.0,360.0,866.0,2409.0,904,221,891,0,1,0,7,1989.0,3,804.0
421,11086,6,10,1954,1480,3184,6,1,2,1,286,12,3,OldTown,1.5Fin,Gable,CemntBd,Gd,Ex,,Normal,791827,68.0,11086.0,6.0,1954,1973.0,106.0,1616.0,1480.0,2348,1338,3184,1,1,2,12,1956.0,1,286.0
422,15594,9,4,2016,773,4188,4,2,1,2,617,8,3,Somerst,SLvl,Flat,VinylSd,Ex,TA,Y,Partial,1097047,65.0,15594.0,9.0,2016,2035.0,353.0,772.0,773.0,1822,1712,4188,2,2,1,8,2016.0,2,617.0
423,9865,9,7,1950,689,3943,4,1,0,0,178,9,3,Somerst,SLvl,Gable,MetalSd,TA,Gd,Y,Abnorml,872346,98.0,9865.0,9.0,1950,1970.0,360.0,151.0,689.0,1408,40,3943,1,1,0,9,1952.0,0,178.0
424,8963,4,10,2022,870,1360,2,1,2,1,269,6,3,Mitchel,1Story,Flat,MetalSd,Ex,TA,Y,Family,577199,84.0,8963.0,4.0,2022,2039.0,250.0,919.0,870.0,2157,98,1360,1,1,2,6,2023.0,1,269.0
425,12068,4,8,1953,2398,1561,4,4,2,0,2,6,2,NAmes,1Story,Gable,MetalSd,Ex,Fa,N,Family,557071,79.0,12068.0,4.0,1953,1953.0,162.0,1224.0,2398.0,763,1412,1561,0,4,2,6,1954.0,0,2.0
426,14043,9,8,1997,1405,1891,2,3,2,3,756,8,0,NridgHt,1.5Fin,Gable,VinylSd,Fa,Fa,Y,Normal,811399,69.0,14043.0,9.0,1997,2016.0,245.0,981.0,1405.0,688,237,1891,0,3,2,8,1997.0,3,756.0
427,7027,7,6,1997,1851,3132,6,4,2,3,829,9,0,NridgHt,1Story,Flat,Wd Sdng,Ex,TA,N,Abnorml,869151,68.0,7027.0,7.0,1997,2005.0,178.0,1192.0,1851.0,2353,853,3132,1,4,2,9,1998.0,3,829.0
428,18877,9,4,1994,1752,4446,4,1,2,3,735,10,1,OldTown,1Story,Gable,BrkFace,Ex,TA,N,Abnorml,1096549,43.0,18877.0,9.0,1994,1994.0,286.0,820.0,1752.0,2235,909,4446,2,1,2,10,1996.0,3,735.0
429,6790,10,6,1981,866,1298,6,1,0,3,667,9,2,Sawyer,1.5Fin,Gable,Wd Sdng,Fa,Ex,Y,Family,620537,64.0,6790.0,10.0,1981,1986.0,478.0,1094.0,866.0,2198,778,1298,0,1,0,9,1983.0,3,667.0
430,13905,6,4,1993,1544,4328,6,4,2,4,991,9,1,Somerst,1Story,Hip,VinylSd,Ex,Ex,N,Abnorml,1030029,91.0,,6.0,1993,2001.0,478.0,1037.0,1544.0,2156,253,4328,2,4,2,9,1995.0,4,991.0
431,6804,8,5,1990,1557,2963,6,1,1,0,151,12,1,Sawyer,SLvl,Hip,Wd Sdng,Gd,Gd,Y,Family,759481,82.0,6804.0,8.0,1990,1999.0,407.0,1781.0,1557.0,1179,1120,2963,0,1,1,12,1990.0,0,151.0
432,18093,8,5,1987,896,2647,6,4,0,4,952,9,0,NridgHt,1.5Fin,Flat,VinylSd,TA,Fa,Y,Family,846261,75.0,18093.0,8.0,1987,1997.0,369.0,1416.0,896.0,750,517,2647,2,4,0,9,1989.0,4,952.0
433,15343,3,8,1969,862,4073,6,2,2,0,45,11,3,Somerst,2Story,Gable,CemntBd,Fa,TA,N,Family,808014,,,3.0,1969,1980.0,140.0,856.0,,587,971,4073,2,2,2,11,1971.0,0,45.0
434,15824,9,4,2017,1159,1756,6,2,2,4,980,8,1,,1Story,Flat,Wd Sdng,Fa,Gd,,Family,829439,75.0,15824.0,9.0,2017,2017.0,147.0,1113.0,1159.0,2429,1437,1756,2,2,2,8,2018.0,4,980.0
435,18808,7,5,1976,893,3894,6,2,2,0,92,12,0,OldTown,SLvl,Hip,MetalSd,Ex,Ex,N,Family,870955,84.0,18808.0,7.0,1976,1981.0,62.0,75.0,893.0,1444,313,3894,1,2,2,12,1976.0,0,92.0
436,4719,4,8,2005,608,3168,6,4,0,0,30,9,3,Mitchel,1.5Fin,Flat,CemntBd,Gd,Fa,Y,Family,765372,105.0,4719.0,4.0,2005,2009.0,293.0,1619.0,608.0,603,420,3168,0,4,0,9,2007.0,0,30.0
437,15520,7,10,1997,47,1091,1,1,0,3,824,7,1,NAmes,SLvl,Hip,VinylSd,Gd,Fa,N,Family,583838,91.0,15520.0,7.0,1997,2015.0,346.0,736.0,47.0,844,1423,1091,2,1,0,7,1999.0,3,824.0
438,7103,4,8,1958,2201,1357,4,1,1,4,1017,10,3,CollgCr,1Story,Gable,VinylSd,Gd,Gd,Y,Family,532490,108.0,7103.0,4.0,1958,1970.0,278.0,1436.0,2201.0,2392,1404,1357,2,1,1,10,1959.0,4,1017.0
439,7031,3,5,2023,844,3273,2,1,2,2,448,4,0,Somerst,1.5Fin,Flat,MetalSd,Fa,Ex,Y,Partial,728911,82.0,7031.0,3.0,2023,2025.0,194.0,,844.0,1675,1290,3273,1,1,2,4,2023.0,2,448.0
440,12614,10,5,2023,2008,3447,3,3,2,4,1010,6,0,NAmes,2Story,Gable,MetalSd,Gd,TA,Y,Abnorml,1079466,43.0,12614.0,10.0,2023,2027.0,458.0,1099.0,2008.0,1387,19,3447,1,3,2,6,2023.0,4,1010.0
441,10079,8,7,1966,1728,904,5,3,1,3,826,8,3,Mitchel,1Story,Hip,BrkFace,Gd,Gd,Y,Partial,617726,54.0,10079.0,8.0,1966,1986.0,202.0,1216.0,1728.0,2182,616,904,2,3,1,8,1967.0,3,826.0
442,9312,8,5,2003,628,1895,4,4,0,4,943,6,2,CollgCr,1Story,Flat,CemntBd,Fa,Ex,,Normal,728429,73.0,9312.0,8.0,2003,2003.0,419.0,1306.0,628.0,1983,861,1895,2,4,0,6,2004.0,4,943.0
443,13928,7,5,1978,1120,640,1,4,0,3,686,3,1,Somerst,SLvl,Gable,CemntBd,TA,TA,N,Normal,512111,62.0,13928.0,7.0,1978,1980.0,176.0,174.0,1120.0,1308,1355,640,0,4,0,3,1979.0,3,686.0
444,8595,8,9,1973,1413,3901,6,4,1,4,912,10,0,OldTown,2Story,Gable,BrkFace,TA,Ex,N,Abnorml,965992,114.0,8595.0,8.0,1973,1989.0,488.0,223.0,1413.0,1516,206,3901,0,4,1,10,1974.0,4,912.0
445,16705,10,5,2006,1449,3870,4,3,1,3,793,7,2,CollgCr,1.5Fin,Hip,Wd Sdng,Ex,Ex,Y,Abnorml,1072281,73.0,16705.0,10.0,2006,2012.0,395.0,1574.0,1449.0,560,1356,3870,1,3,1,7,2006.0,3,793.0
446,8410,3,4,1986,2269,4407,4,1,1,4,914,9,3,CollgCr,SLvl,Gable,CemntBd,Gd,Ex,N,Partial,894520,44.0,8410.0,3.0,1986,1998.0,411.0,508.0,,1283,1065,4407,1,1,1,9,1986.0,4,914.0
447,4387,10,5,2017,921,1316,1,3,0,4,970,3,3,Mitchel,SLvl,Gable,Wd Sdng,Ex,TA,Y,Normal,723086,53.0,4387.0,10.0,2017,2030.0,74.0,1346.0,921.0,1899,552,1316,0,3,0,3,2019.0,4,970.0
448,12803,10,7,1983,872,609,6,4,0,2,604,12,0,Mitchel,SLvl,Gable,Wd Sdng,Ex,Fa,N,Partial,587010,116.0,12803.0,10.0,1983,1997.0,148.0,1361.0,872.0,1373,1275,609,0,4,0,12,1985.0,2,604.0
449,6511,3,8,1973,1646,2052,1,1,1,3,710,3,1,,1Story,Hip,VinylSd,Gd,TA,Y,Family,572226,95.0,6511.0,3.0,1973,1983.0,21.0,727.0,1646.0,853,1240,2052,0,1,1,3,1975.0,3,710.0
450,15265,7,8,2004,746,2797,3,1,1,3,701,6,2,Sawyer,1Story,Hip,MetalSd,Ex,Gd,N,Normal,814300,84.0,15265.0,7.0,2004,2009.0,147.0,340.0,746.0,1224,1435,2797,0,1,1,6,2004.0,3,701.0
451,15928,9,8,1954,656,3328,2,4,2,2,470,7,3,Mitchel,2Story,Hip,BrkFace,Fa,Gd,Y,Normal,875474,80.0,15928.0,9.0,1954,1965.0,489.0,1325.0,656.0,939,280,3328,2,4,2,7,1956.0,2,470.0
452,7132,5,8,2014,55,3743,6,2,0,2,549,12,0,Sawyer,SLvl,Hip,Wd Sdng,Fa,Ex,N,Abnorml,833552,95.0,7132.0,5.0,2014,2023.0,365.0,1254.0,55.0,2360,857,3743,2,2,0,12,2016.0,2,549.0
453,7996,5,6,1985,471,4139,3,2,2,3,710,8,0,OldTown,2Story,Flat,MetalSd,Gd,Ex,Y,Family,833655,117.0,7996.0,5.0,1985,1995.0,40.0,90.0,471.0,883,1701,4139,2,2,2,8,1986.0,3,710.0
454,11973,6,5,2004,72,3125,2,1,0,3,764,8,2,Edwards,2Story,Hip,BrkFace,Fa,Ex,N,Normal,778499,105.0,11973.0,6.0,2004,2022.0,177.0,1153.0,72.0,1063,214,3125,1,1,0,8,2004.0,3,764.0
455,6606,7,8,1985,1437,3514,4,2,1,0,46,6,0,NAmes,1.5Fin,Gable,Wd Sdng,Fa,TA,Y,Family,814724,54.0,6606.0,7.0,1985,2004.0,473.0,1321.0,1437.0,1073,1047,3514,0,2,1,6,1986.0,0,46.0
456,11266,10,8,1992,1246,1056,1,1,2,4,913,5,2,NridgHt,1.5Fin,Gable,Wd Sdng,Gd,Fa,Y,Normal,682077,89.0,11266.0,10.0,1992,1994.0,226.0,1387.0,1246.0,1413,1472,1056,2,1,2,5,1994.0,4,913.0
457,6943,3,6,1974,1825,4390,1,1,2,4,967,5,3,Edwards,2Story,Gable,MetalSd,Gd,Fa,N,Partial,867519,113.0,6943.0,3.0,1974,1975.0,335.0,1324.0,1825.0,2309,1265,4390,0,1,2,5,1974.0,4,967.0
458,17695,4,9,1958,1977,2316,5,1,0,4,950,8,2,NAmes,1Story,Flat,MetalSd,Fa,Fa,Y,Abnorml,705373,64.0,17695.0,4.0,1958,1962.0,131.0,818.0,1977.0,804,241,2316,0,1,0,8,1959.0,4,950.0
459,19688,9,9,2001,2487,1712,2,2,0,1,366,5,0,Mitchel,1.5Fin,Hip,MetalSd,TA,TA,Y,Abnorml,809088,72.0,19688.0,9.0,2001,2006.0,382.0,1541.0,2487.0,570,578,1712,1,2,0,5,2003.0,1,366.0
460,4494,6,7,1955,606,4458,3,2,1,0,164,6,1,CollgCr,1Story,Flat,Wd Sdng,TA,TA,,Partial,845456,45.0,,6.0,1955,1974.0,245.0,679.0,606.0,1757,233,4458,2,2,1,6,1957.0,0,164.0
461,7378,9,7,1991,234,3163,1,3,0,2,485,5,0,CollgCr,SLvl,Flat,Wd Sdng,Gd,Fa,Y,Partial,827433,95.0,7378.0,9.0,1991,1992.0,109.0,1630.0,234.0,1768,1607,3163,2,3,0,5,1991.0,2,485.0
462,9682,9,5,2007,949,3589,6,4,1,1,342,8,3,OldTown,SLvl,Gable,MetalSd,Gd,Fa,Y,Partial,944966,40.0,9682.0,9.0,2007,2009.0,103.0,881.0,949.0,1763,217,3589,0,4,1,8,2008.0,1,342.0
463,13163,5,5,2000,2489,1369,1,2,0,3,722,6,3,,2Story,Flat,VinylSd,Ex,Fa,N,Normal,632584,106.0,13163.0,5.0,2000,2008.0,423.0,216.0,2489.0,1003,1019,1369,2,2,0,6,2002.0,3,722.0
464,3444,3,5,1981,342,1696,2,1,0,0,138,6,0,Edwards,2Story,Hip,CemntBd,Fa,Gd,N,Partial,408339,108.0,3444.0,3.0,1981,1995.0,275.0,21.0,342.0,1825,406,1696,2,1,0,6,1983.0,0,138.0
465,8063,6,3,2019,1095,3170,5,1,0,0,26,11,2,CollgCr,SLvl,Gable,VinylSd,Gd,Ex,Y,Family,797559,65.0,8063.0,6.0,2019,,138.0,201.0,,1104,1247,3170,0,1,0,11,2019.0,0,26.0
466,7829,8,7,1978,1575,3412,6,1,1,1,248,9,0,Somerst,1.5Fin,Gable,CemntBd,TA,Ex,N,Normal,799779,86.0,7829.0,8.0,1978,1993.0,477.0,529.0,1575.0,1521,409,3412,0,1,1,9,1978.0,1,248.0
467,7951,5,9,2017,1371,3056,2,4,0,2,599,6,2,CollgCr,1.5Fin,Hip,Wd Sdng,TA,Ex,Y,Abnorml,865993,95.0,7951.0,5.0,2017,2036.0,287.0,454.0,1371.0,1343,1593,3056,1,4,0,6,2017.0,2,599.0
468,7803,8,5,1999,1829,3554,4,1,0,4,989,8,1,CollgCr,1.5Fin,Gable,MetalSd,Fa,TA,N,Family,919289,48.0,7803.0,8.0,1999,2013.0,356.0,1045.0,1829.0,2307,538,3554,2,1,0,8,2001.0,4,989.0
469,18770,9,8,1967,1007,2169,4,4,2,4,1006,10,1,Sawyer,1Story,Flat,BrkFace,Gd,Ex,Y,Partial,795932,82.0,18770.0,9.0,1967,1980.0,139.0,1529.0,1007.0,1627,1702,2169,0,4,2,10,1969.0,4,1006.0
470,9661,3,8,2021,1941,1147,1,1,1,2,475,5,3,OldTown,SLvl,Gable,MetalSd,Gd,Ex,Y,Normal,602939,119.0,9661.0,3.0,2021,2029.0,70.0,,1941.0,1481,1071,1147,2,1,1,5,2022.0,2,475.0
471,7688,9,3,2004,1522,821,6,1,2,4,898,11,1,NAmes,2Story,Hip,MetalSd,Ex,Gd,Y,Normal,634419,80.0,7688.0,,2004,2010.0,55.0,1142.0,1522.0,624,413,821,2,1,2,11,2005.0,4,898.0
472,16647,5,5,2010,573,3664,5,3,1,3,746,10,0,Somerst,1Story,Gable,VinylSd,Ex,Gd,Y,Normal,902594,55.0,16647.0,5.0,2010,2026.0,315.0,1188.0,573.0,679,733,3664,0,3,1,10,2012.0,3,746.0
473,16881,10,7,2023,2055,1853,6,2,1,1,289,8,3,OldTown,2Story,Hip,CemntBd,Ex,Gd,N,Abnorml,894860,78.0,16881.0,10.0,2023,2026.0,379.0,1408.0,2055.0,1072,1440,1853,2,2,1,8,2025.0,1,289.0
474,5529,10,10,1990,1659,3988,4,2,0,2,605,9,1,Somerst,1Story,Gable,VinylSd,TA,TA,Y,Abnorml,1002293,104.0,5529.0,10.0,1990,,300.0,1178.0,1659.0,1284,839,3988,2,2,0,9,1992.0,2,605.0
475,8333,4,4,1977,2445,644,3,2,2,1,383,5,1,Somerst,1Story,Flat,CemntBd,Ex,Fa,Y,Normal,438069,79.0,8333.0,4.0,1977,1990.0,122.0,452.0,2445.0,781,604,644,1,2,2,5,1977.0,1,383.0
476,6054,7,3,1995,1156,2230,5,2,1,3,751,8,0,NridgHt,SLvl,Flat,CemntBd,Ex,Gd,Y,Family,695641,92.0,6054.0,7.0,1995,1998.0,124.0,912.0,1156.0,1358,328,2230,2,2,1,8,1995.0,3,751.0
477,4225,7,5,1969,1896,922,6,1,2,1,275,9,1,NridgHt,SLvl,Gable,Wd Sdng,TA,TA,N,Normal,494261,81.0,4225.0,7.0,1969,1978.0,25.0,766.0,1896.0,908,80,922,1,1,2,9,1970.0,1,275.0
478,15701,6,6,1959,624,2922,6,4,0,0,36,10,0,Mitchel,1Story,Hip,Wd Sdng,Gd,TA,Y,Normal,711243,91.0,15701.0,6.0,1959,1977.0,342.0,801.0,624.0,1816,1122,2922,1,4,0,10,1960.0,0,36.0
479,14905,8,4,1959,733,3510,4,3,1,2,553,7,0,Mitchel,1Story,Hip,Wd Sdng,Fa,Fa,,Family,843519,77.0,14905.0,8.0,1959,1974.0,463.0,948.0,733.0,2311,1016,3510,0,3,1,7,1960.0,2,553.0
480,19792,8,8,1960,1692,2672,4,3,2,0,158,6,1,NAmes,2Story,Gable,Wd Sdng,Fa,Gd,N,Normal,790229,110.0,19792.0,8.0,1960,1976.0,271.0,1581.0,,2132,425,2672,2,3,2,6,1960.0,0,158.0
481,15721,10,4,1994,1908,2518,6,4,0,0,46,8,3,Sawyer,2Story,Hip,Wd Sdng,Ex,TA,N,Family,865401,56.0,15721.0,10.0,1994,2003.0,115.0,1391.0,1908.0,1576,1409,2518,2,4,0,8,1994.0,0,46.0
482,18604,4,7,2008,156,2832,2,4,0,1,301,8,0,Sawyer,1Story,Hip,BrkFace,Fa,Gd,Y,Abnorml,739827,64.0,18604.0,4.0,2008,2009.0,326.0,1205.0,156.0,1010,984,2832,1,4,0,8,2009.0,1,301.0
483,16858,7,7,1972,342,1180,1,3,1,0,76,6,3,Edwards,1.5Fin,Gable,VinylSd,Ex,Fa,N,Partial,547100,93.0,16858.0,7.0,1972,1979.0,119.0,1414.0,342.0,1791,677,1180,0,3,1,6,1972.0,0,76.0
484,9507,8,9,2011,1947,2793,6,2,2,3,750,12,3,NAmes,2Story,Gable,CemntBd,Gd,TA,N,Normal,886010,88.0,9507.0,8.0,2011,2023.0,26.0,1024.0,1947.0,2142,480,2793,1,2,2,12,2012.0,3,750.0
485,18029,5,10,1990,465,3844,6,4,1,4,880,11,1,Mitchel,1Story,Gable,MetalSd,,Fa,,Family,935893,62.0,18029.0,5.0,1990,2009.0,51.0,308.0,465.0,1613,5,3844,1,4,1,11,1992.0,4,880.0
486,14406,6,6,2023,58,2116,3,1,1,2,568,5,3,Mitchel,SLvl,Hip,Wd Sdng,TA,Fa,N,Normal,701308,118.0,14406.0,6.0,2023,2024.0,211.0,706.0,58.0,2127,26,2116,1,1,1,5,2025.0,2,568.0
487,18034,9,8,1972,2264,3036,2,4,1,2,608,7,2,CollgCr,1Story,Gable,VinylSd,Ex,Fa,Y,Family,978512,112.0,18034.0,9.0,1972,1972.0,169.0,50.0,2264.0,539,1375,3036,2,4,1,7,1972.0,2,
488,6267,10,3,1987,1722,1467,2,4,2,3,689,5,3,CollgCr,1.5Fin,Hip,BrkFace,Fa,Ex,N,Abnorml,719775,78.0,6267.0,10.0,1987,1993.0,367.0,988.0,1722.0,1283,182,1467,2,4,2,5,1989.0,3,689.0
489,12293,7,7,1989,1698,3357,2,1,1,0,3,4,1,NridgHt,1.5Fin,Hip,MetalSd,Fa,Gd,N,Abnorml,852615,91.0,12293.0,7.0,1989,1998.0,241.0,214.0,1698.0,2101,226,3357,2,1,1,4,1990.0,0,3.0
490,15888,3,9,1966,1599,3582,2,4,1,4,920,7,1,CollgCr,2Story,Flat,VinylSd,Fa,TA,Y,Partial,832286,110.0,15888.0,3.0,1966,1972.0,51.0,605.0,1599.0,1960,1710,3582,2,4,1,7,1967.0,4,920.0
491,6055,4,3,2005,47,3175,5,2,0,4,1019,7,3,NAmes,2Story,Hip,Wd Sdng,Gd,Gd,Y,Partial,727677,40.0,6055.0,4.0,2005,2009.0,348.0,851.0,47.0,1235,1175,3175,0,2,0,7,2005.0,4,1019.0
492,11036,9,7,1956,1126,939,2,1,2,4,906,4,3,CollgCr,1Story,Gable,Wd Sdng,TA,Gd,Y,Normal,599496,78.0,11036.0,9.0,1956,1964.0,394.0,175.0,1126.0,1482,1370,939,1,1,2,4,1957.0,4,906.0
493,14842,6,9,1962,2011,3858,1,4,0,3,820,3,1,Sawyer,SLvl,Hip,BrkFace,Gd,Gd,N,Normal,909706,76.0,14842.0,6.0,1962,1971.0,70.0,237.0,2011.0,1615,1011,3858,0,4,0,3,1964.0,3,820.0
494,4030,4,8,1994,1982,3114,5,1,0,4,945,7,1,NAmes,1Story,Flat,CemntBd,Gd,Gd,N,Normal,741648,66.0,4030.0,4.0,1994,2004.0,2.0,1702.0,1982.0,2100,305,3114,1,1,0,7,1995.0,4,945.0
495,3966,8,5,1978,341,3580,6,2,1,2,563,9,0,NridgHt,1.5Fin,Hip,BrkFace,Fa,Fa,Y,Partial,789066,95.0,3966.0,8.0,1978,1981.0,493.0,1495.0,341.0,1492,184,3580,1,2,1,9,1980.0,2,563.0
496,9484,7,9,1963,2390,3848,5,3,0,1,344,10,3,Sawyer,1.5Fin,Hip,CemntBd,Ex,Fa,N,Abnorml,923882,114.0,9484.0,7.0,1963,1963.0,281.0,290.0,2390.0,1204,1596,3848,0,3,0,10,1963.0,1,344.0
497,14564,8,4,2007,685,4243,1,3,2,3,735,7,2,Sawyer,1Story,Gable,MetalSd,TA,Fa,Y,Partial,1037196,117.0,14564.0,8.0,2007,2022.0,500.0,713.0,685.0,2369,1047,4243,0,3,2,7,2007.0,3,735.0
498,5380,6,8,1997,594,3792,3,1,0,2,616,5,2,Edwards,SLvl,Flat,Wd Sdng,,Ex,N,Partial,847149,81.0,5380.0,6.0,1997,2010.0,475.0,638.0,594.0,1658,153,3792,1,1,0,5,1998.0,2,
499,9952,6,4,2021,1138,3533,5,1,2,3,834,10,2,NridgHt,2Story,Gable,VinylSd,Fa,Fa,Y,Partial,906908,99.0,9952.0,6.0,2021,2026.0,80.0,702.0,1138.0,1528,1481,3533,2,1,2,10,2023.0,3,834.0
500,6907,4,10,1971,2463,1938,5,4,0,4,885,9,0,NAmes,SLvl,Hip,MetalSd,Fa,Ex,Y,Partial,668263,96.0,6907.0,4.0,1971,1975.0,208.0,932.0,2463.0,1158,1481,1938,2,4,0,9,1971.0,4,885.0
501,3533,4,10,1962,1700,3562,3,3,1,2,542,5,2,Mitchel,1Story,Hip,Wd Sdng,Fa,Fa,Y,Partial,783237,96.0,3533.0,4.0,1962,1974.0,334.0,1606.0,1700.0,1295,207,3562,1,3,1,5,1963.0,2,
502,6366,3,6,1956,42,1168,1,3,2,3,717,4,0,Edwards,1.5Fin,Flat,VinylSd,Ex,TA,Y,Normal,360771,67.0,6366.0,3.0,1956,1973.0,478.0,423.0,42.0,1053,524,1168,1,3,2,4,1957.0,3,717.0
503,12970,4,7,1992,1554,1705,6,2,0,4,997,8,1,NridgHt,2Story,Flat,BrkFace,Fa,Ex,Y,Family,656746,105.0,12970.0,4.0,1992,1999.0,450.0,1067.0,1554.0,868,1319,1705,0,2,0,8,1994.0,4,997.0
504,19059,7,8,2011,925,976,3,3,2,0,90,9,1,Edwards,1Story,Gable,BrkFace,Ex,Gd,Y,Abnorml,653329,100.0,19059.0,7.0,2011,2027.0,449.0,989.0,925.0,553,473,976,0,3,2,9,2013.0,0,90.0
505,15617,6,10,1963,1394,1454,5,3,1,3,827,8,0,OldTown,2Story,Hip,BrkFace,Fa,Gd,N,Abnorml,588870,61.0,15617.0,6.0,1963,1980.0,243.0,713.0,1394.0,1153,935,1454,2,3,1,8,1963.0,3,827.0
506,12104,9,5,1989,2364,3255,1,2,1,0,28,4,0,Mitchel,2Story,Hip,VinylSd,Fa,Fa,N,Partial,871918,50.0,12104.0,9.0,1989,2000.0,244.0,,2364.0,1722,606,3255,2,2,1,4,1991.0,0,28.0
507,5754,8,9,1977,616,2225,5,4,2,2,453,10,2,NridgHt,1Story,Gable,BrkFace,Fa,Gd,N,Abnorml,704074,76.0,5754.0,8.0,1977,1979.0,333.0,199.0,616.0,948,540,2225,0,4,2,10,1979.0,2,453.0
508,8788,7,10,2016,1775,1047,6,1,2,1,248,9,0,NAmes,1Story,Flat,Wd Sdng,Gd,Ex,Y,Partial,617134,105.0,8788.0,7.0,2016,2028.0,102.0,897.0,1775.0,560,950,1047,2,1,2,9,2018.0,1,248.0
509,16256,9,9,1962,900,3606,6,3,1,1,263,9,2,Somerst,1.5Fin,Flat,VinylSd,Ex,Gd,N,Partial,934440,119.0,16256.0,9.0,1962,1963.0,387.0,1478.0,900.0,2334,102,3606,2,3,1,9,1964.0,1,263.0
510,10819,5,8,1958,682,1367,3,4,0,0,170,8,3,NridgHt,1Story,Gable,Wd Sdng,Ex,Gd,Y,Partial,517276,82.0,10819.0,5.0,1958,1971.0,493.0,1426.0,682.0,2160,204,1367,0,4,0,8,1958.0,0,170.0
511,3032,10,6,2010,448,785,1,3,0,4,1008,4,1,CollgCr,1Story,Hip,Wd Sdng,Fa,Fa,N,Partial,620549,51.0,3032.0,10.0,2010,2010.0,147.0,926.0,448.0,2094,1665,785,2,3,0,4,2010.0,4,1008.0
512,18941,7,8,2008,55,3990,3,3,2,2,572,9,3,CollgCr,1.5Fin,Flat,CemntBd,Ex,Gd,N,Abnorml,1015983,70.0,18941.0,7.0,2008,2022.0,,653.0,55.0,1075,357,3990,0,3,2,9,2008.0,2,572.0
513,7641,8,10,1953,1000,2965,6,4,1,1,242,9,3,CollgCr,1.5Fin,Flat,CemntBd,Fa,Gd,N,Partial,767751,79.0,7641.0,8.0,1953,1955.0,146.0,137.0,1000.0,619,1790,2965,1,4,1,9,,1,242.0
514,15813,9,7,1989,780,768,5,3,2,0,110,10,2,Somerst,1Story,Gable,BrkFace,Gd,Fa,Y,Partial,627419,68.0,15813.0,9.0,1989,1999.0,330.0,614.0,780.0,2156,80,768,2,3,2,10,1990.0,0,110.0
515,8328,7,10,1986,264,3875,3,1,1,0,55,7,0,NAmes,SLvl,Hip,VinylSd,Fa,TA,Y,Normal,833485,65.0,8328.0,7.0,1986,2004.0,30.0,91.0,264.0,1466,1745,3875,0,1,1,7,1987.0,0,55.0
516,7512,8,7,2014,2296,1235,1,3,0,1,330,7,0,Somerst,2Story,Gable,BrkFace,TA,Gd,N,Family,666988,58.0,7512.0,8.0,2014,2027.0,464.0,1659.0,2296.0,1584,595,1235,2,3,0,7,2016.0,1,330.0
517,6215,7,7,1989,709,2909,4,3,2,1,394,7,2,OldTown,SLvl,Flat,MetalSd,TA,TA,Y,Partial,782521,43.0,6215.0,7.0,1989,2007.0,393.0,1455.0,709.0,1232,737,2909,1,3,2,7,1991.0,1,394.0
518,18111,5,9,2005,393,1167,5,4,2,2,568,9,3,NridgHt,SLvl,Hip,BrkFace,Fa,Fa,Y,Normal,643046,,18111.0,5.0,2005,2017.0,45.0,235.0,393.0,2070,1641,1167,1,4,2,9,2005.0,2,568.0
519,5897,5,7,1981,2377,2697,3,2,2,4,1024,7,0,Sawyer,2Story,Hip,VinylSd,Fa,Fa,Y,Normal,725601,71.0,5897.0,5.0,1981,2001.0,333.0,46.0,2377.0,1696,1386,2697,1,2,2,7,1981.0,4,1024.0
520,11853,4,8,1962,1190,2916,4,3,0,0,149,10,0,Edwards,2Story,Flat,BrkFace,Gd,Gd,Y,Partial,685460,100.0,11853.0,4.0,1962,1975.0,293.0,1739.0,1190.0,976,640,2916,0,3,0,10,,0,149.0
521,13187,3,10,1975,469,875,1,2,2,0,133,3,1,Edwards,1Story,Hip,VinylSd,Fa,Fa,Y,Normal,414192,118.0,13187.0,3.0,1975,1984.0,118.0,702.0,469.0,2494,872,875,0,2,2,3,1976.0,0,133.0
522,16256,10,5,1980,2239,1666,5,4,2,4,911,10,1,NAmes,2Story,Gable,MetalSd,Gd,Gd,N,Family,800828,49.0,16256.0,10.0,1980,1983.0,273.0,,2239.0,826,1512,1666,1,4,2,10,1981.0,4,911.0
523,12484,4,10,1997,1127,2202,4,1,1,3,768,7,0,Somerst,SLvl,Gable,CemntBd,Fa,Ex,N,Normal,679466,98.0,12484.0,4.0,1997,2009.0,378.0,223.0,1127.0,705,237,2202,2,1,1,7,1998.0,3,768.0
